NAME,TOTAL,FINE,FEE,Z FEE,COST,SURCHARGE,STF,BIPSA,MF,PLUS,CATEGORY,DESCRIPTION
14-99g(d),136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Sale, offer for sale or delivery of motor vehicle on and after July 1, 1996, having a windshield or any win- dow exceeding light transmission and luminous reflective standards"
14-99g(e),136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Failure of motor vehicle manufactured and sold on and after January 1, 1994, with tinted or darkened win- dows to affix tinting sticker to windows"
14-99g(e)*,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure of manufacturer of material to tint or darkened motor vehicle windows to comply with laws on this topic
14-99g(g),136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Operation of motor vehicle with tinted or darkened windows without tinting sticker
14-100a(c)(1),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to wear seat safety belt in front seat
14-100a(c)<18,120.0,75.0,10.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure of operator under 18 years old or passenger to wear seat safety belt while vehicle being operated on highway
14-100a(c1)*,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to secure/cause to be secured in a seat safety belt any passenger 7 years of age or older and under 16 years of age.
14-100ac1<18,120.0,75.0,10.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure of operator under 18 years old or passenger to secure/cause to be secured in a seat safety belt any passenger 7 years of age or older and under 16 years of age.
14-100a(c)(2),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to carry physician's statement concerning inability to wear safety belt
14-100ac2<18,120.0,75.0,10.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure of operator under 18 years old or passenger to carry physician's statement concerning inability to wear safety belt
14-100a(d),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Transportation of a child 6 or under or weighing less than 60 lbs. without CHILD RESTRAINT SYSTEM (1st offense).
14-100a(d)(1),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Transportation of a child 7 or older weighing 60 or more lbs. without CHILD RESTRAINT SYSTEM or SEAT SAFETY BELT (1st offense).
14-100a(d)(2),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to require child under 1 year or weighing less than 20 lbs. to ride in a CHILD RESTRAINT SYS- TEM that is rear facing (1st offense).
14-100a(d)(3),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Transportation of child 4 or older in student tranportation vehicle without CHILD RESTRAINT SYSTEM/ SEAT SAFETY BELT (1st offense).
14-100a(d)(3I,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Transportation of child under 4 and under 40 lbs. in student transportation vehicle without CHILD RESTRAINT SYSTEM (1st offense).
14-100a(d)(4),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Securing child in booster seat without a safety belt that includes a shoulder belt (1st offense)
14-100a(e)(1),103.0,60.0,8.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to provide/require use of device to secure wheelchair during transfer or transport
14-100a(e)(2),103.0,60.0,8.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to install or provide/require use of device to secure wheelchair to lift or prevent individual from fall- ing from lift or motor vehicle.
14-100b,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Improper air pollution device
14-101,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Signal device, violations concerning"
14-102,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,View in and exits from motor vehicles used to transport passengers for hire
14-103a,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Violation of reconstructed motor vehicle inspection requirements
14-104(a),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Operating a motor vehicle without fenders
14-104(b),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Operating commercial vehicle without wheel protectors
14-105(a),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Television screen location restricted.
14-105(b),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Improper use of closed video monitor for backing.
14-106(d),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Auto air conditioning, sale or service without license"
14-106(e),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Auto air conditioning equipment, violation of requirements"
14-106a,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to have tamper-proof odometer
14-106c,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Improper headerboards-commercial motor vehicle
14-112(f),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to RETURN license or registration AFTER SUSPENSION or canceled insurance
14-137(a),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Violation of motor vehicle regulations
14-145*,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Improper removal of motor vehicle (1st offense)
14-146,375.0,250.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,MOTOR VEHICLES,Throwing objects at motor vehicle or on highway (1st offense)
14-148(a),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Abandoned markers, possession of"
14-150(a),136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Abandoning motor vehicle
14-152,38.0,25.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to report theft of motor vehicle
14-153,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Improper rental of motor vehicle
14-161,158.0,75.0,10.0,0.0,0.0,35.0,38.0,0.0,0.0,0.0,MOTOR VEHICLES,Impersonation of inspector or agent (1st offense)
14-163a,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Driving on ice of a public body of water
14-163b,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Improper use of motor vehicle formerly used as ambulance
14-164c(n),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Violation of exhaust emission standards/periodic inspection requirements (1st offense)
14-164c(n)*,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Violation of exhaust emission standards/periodic inspection requirements (subsequent offense)
14-164i(f),300.0,200.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,MOTOR VEHICLES,Operating diesel-powered commercial motor vehicle in violation of emission requirements (1st offense)
14-213,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to CARRY operators license
14-213Z,167.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-213 in construction, utility, traffic or fire station work zone (specify zone)"
14-214,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Instruction of a person to operate a motor vehicle-limitations on
14-214Z,167.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-214 in construction, utility, traffic or fire station work zone (specify zone)"
14-215b(1),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Operating motor vehicle 60 days or less after expiration of suspension of license - Failure to renew opera- tor's license under 14-41(c).
14-215b(2),158.0,75.0,10.0,0.0,0.0,35.0,38.0,0.0,0.0,0.0,MOTOR VEHICLES,Operating motor vehicle more than 60 days after expiration of suspension of license (1st offense) - Operat- ing without a license under 14-36.
14-216,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Operating motor vehicle or allowing operation by a person under eighteen without insurance
14-216Z,167.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-216 in construction, utility, traffic or fire station work zone (specify zone)"
14-217,158.0,75.0,10.0,0.0,0.0,35.0,38.0,0.0,0.0,0.0,MOTOR VEHICLES,REFUSAL TO SHOW OR SURRENDER license or registration
14-217*,158.0,75.0,10.0,0.0,0.0,35.0,38.0,0.0,0.0,0.0,MOTOR VEHICLES,Refusal to show or surrender insurance identification card
14-217**,158.0,75.0,10.0,0.0,0.0,35.0,38.0,0.0,0.0,0.0,MOTOR VEHICLES,Operator giving false name or address
14-218a,variable,,,,,,,,,,MOTOR VEHICLES,Traveling unreasonably fast
14-218aZ,variable,,,,,,,,,,MOTOR VEHICLES,"Violation of 14-218a in construction, utility, traffic or fire station work zone (specify zone)"
14-218aSZ,variable,,,,,,,,,,MOTOR VEHICLES,Violation of 14-218a in a school zone
14-218aSZZ,variable,,,,,,,,,,MOTOR VEHICLES,"Violation of 14-218a in a school, construction, utility, traffic or fire station work zone (specify zone)"
14-218a*,132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Traveling too fast for conditions (Also, see Appx A)"
14-218a*Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of  14-218a* in construction, utility, traffic or fire station work zone (specify zone)(Also see Appx A)"
14-218a*SZ,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-218a* in a school zone (Also, see Appx A)"
14-218a*SZZ,232.0,50.0,7.0,100.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-218a* in a school and construction, utility, traffic or fire station work zone (specify zone)(Also see Appx A)"
14-219(a)(1),218.0,100.0,13.0,0.0,15.0,20.0,50.0,5.0,15.0,0.0,MOTOR VEHICLES,"Driving to endanger; MOTOR VEHICLES other than trucks (Also, see Appx C)"
14-219(a(1Z,318.0,100.0,13.0,100.0,15.0,20.0,50.0,5.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-219(a)(1) in construction, utility, traffic or fire station work zone (specify zone)(also see Appx C)"
14-219(a)(1SZ,318.0,100.0,13.0,100.0,15.0,20.0,50.0,5.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-219(a)(1) in a school zone (Also, see Appx C)"
14-219(a(1SZZ,418.0,100.0,13.0,200.0,15.0,20.0,50.0,5.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-219(a)(1) in a school and construction, utility, traffic or fire station work zone (specify zone)(Also see Appx A)"
14-219(a)(1)*,299.0,150.0,19.0,0.0,15.0,20.0,75.0,5.0,15.0,0.0,MOTOR VEHICLES,"Driving to endanger; for all TRUCKS as defined by 14-260n (Also see, Appx D)"
14-219(a(1*Z,449.0,150.0,19.0,150.0,15.0,20.0,75.0,5.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-219(a)(1)* in construction, utility, traffic or fire station work zone (specify zone)(Also see appx D)"
14-219(a(1*SZ,449.0,150.0,19.0,150.0,15.0,20.0,75.0,5.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-219(a)(1)* in a school zone (Also, see Appx D)"
14-219(a1*SZZ,599.0,150.0,19.0,300.0,15.0,20.0,75.0,5.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-219(a)(1)* in a school and construction, utility, traffic or fire station work zone (specify zone)(also see Appx D)"
14-219(b),variable,,,,,,,,,,MOTOR VEHICLES,Speeding infraction; motor vehicles other than trucks
14-219(b)Z,variable,,,,,,,,,,MOTOR VEHICLES,"Violation of 14-219(b) in construction, utility, traffic or fire station work zone (specify zone)"
14-219(b)SZ,variable,,,,,,,,,,MOTOR VEHICLES,Violation of 14-219(b) in a school zone
14-219(b)SZZ,variable,,,,,,,,,,MOTOR VEHICLES,"Violation of 14-219(b) in a school and construction, utility, traffic or fire station work zone (specify zone)"
14-219(b)(1)*,variable,,,,,,,,,,MOTOR VEHICLES,Speeding violation; trucks; limited access highway under 14-218a; 56-70 mph
14-219(b(1*Z,variable,,,,,,,,,,MOTOR VEHICLES,"Violation of 14-219(b)(1)* in construction, utility, traffic or fire station work zone (specify zone)"
14-219(b(1*SZ,variable,,,,,,,,,,MOTOR VEHICLES,Violation of 14-219(b)(1)* in a school zone
14-219(b1*SZZ,variable,,,,,,,,,,MOTOR VEHICLES,"Violation of 14-219(b)(1)* in a school and construction, utility, traffic or fire station work zone (specify zone)"
14-219(b)(2),variable,,,,,,,,,,MOTOR VEHICLES,Speeding violation; trucks; limited access highway other than 14-218a; 66-70 mph
14-219(b)(2)Z,variable,,,,,,,,,,MOTOR VEHICLES,"Violation of 14-219(b)(2) in construction, utility, traffic or fire station work zone (specify zone)"
14-219(b)(2SZ,variable,,,,,,,,,,MOTOR VEHICLES,Violation of 14-219(b) in a school zone
14-219(b(2SZZ,variable,,,,,,,,,,MOTOR VEHICLES,"Violation of 14-219(b)(2) in a school and construction, utility, traffic or fire station work zone (specify zone)"
14-219(b)4,variable,,,,,,,,,,MOTOR VEHICLES,Speeding infraction; motor vehicles other than trucks; person under 18 years old; more than 20 mph above speed limit of less than 65 mph.
14-219(b)4Z,variable,,,,,,,,,,MOTOR VEHICLES,"Violation of 14-219(b)(4) in construction, utility, traffic or fire station work zone (specify zone)"
14-219(b)4SZ,variable,,,,,,,,,,MOTOR VEHICLES,Violation of 14-219(b)(4) in school zone (specify zone).
14-219(b)4SZZ,variable,,,,,,,,,,MOTOR VEHICLES,"Violation of 14-219(b)(4) in school and construction, utility, traffic or fire station work zone (specify zone)"
14-219(c),variable,,,,,,,,,,MOTOR VEHICLES,Speeding violation; motor vehicles other than motor carriers.
14-219(c)(1),variable,,,,,,,,,,MOTOR VEHICLES,Speeding violation; motor vehicles other than motor carriers; greater than 70 mph
14-219(c(1Z,variable,,,,,,,,,,MOTOR VEHICLES,"Violation of 14-219(c)(1) in a construction, utility, traffic or fire station work zone (specify zone)"
14-219(c(1SZ,variable,,,,,,,,,,MOTOR VEHICLES,Violation of 14-219(c)(1) in a school zone
14-219(c(1SZZ,variable,,,,,,,,,,MOTOR VEHICLES,"Violation of 14-219(c)(1) in a school zone and construction, utility, traffic or fire station work zone (specify zone)"
14-219(c)(1)*,variable,,,,,,,,,,MOTOR VEHICLES,Speeding violation; motor carriers; limited access highway; greater than 70 mph
14-219(c(1*Z,variable,,,,,,,,,,MOTOR VEHICLES,"Violation of 14-219(c)(1)* by a motor carrier in a construction, utility, traffic or fire station work zone (spec- ify zone)"
14-219(c(1*SZ,variable,,,,,,,,,,MOTOR VEHICLES,Violation of 14-219(c)(1)* by a motor carrier in a school zone
14-219(c1*SZZ,variable,,,,,,,,,,MOTOR VEHICLES,"Violation of 14-219(c)(1)* by a motor carrier in a school zone and construction, utility, traffic or fire station work zone (specify zone)"
14-220(a),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Slow Speed
14-220(a)Z,167.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-220(a) in construction, utility, traffic or fire station work zone (specify zone)"
14-220(b),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Failure to use FLASHING lights by SLOW OPERATION of motor vehicle with gross weight greater then 25,000 POUNDS"
14-220(b)Z,167.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-220(b) in construction, utility, traffic or fire station work zone (specify zone)"
14-221,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Operating low speed vehicles carrying passengers for hire without permit
14-221Z,167.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-221 in construction, utility, traffic or fire station work zone (specify zone)"
14-223(a),132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Disobeying signal of officer (1st offense)
14-223(a)Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-223(a) in construction, utility, traffic or fire station work zone (specify zone)"
14-223(a)*,132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Disobeying signal of officer (subsequent offense)
14-223(a)*Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Disobeying officer's signal in construction, utility or traffic zone - subsequent offense"
14-223a,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Striking Police Officer with motor vehicle while Officer engaged in traffic control.
14-226,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure of operator to comply with requirements following injury or death of dog caused by motor vehicle
14-228,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Leaving motor vehicle on highway without setting brakes
14-230(a),132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to DRIVE RIGHT - except wide load vehicle
14-230(a)Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-230(a) in construction, utility, traffic or fire station work zone (specify zone)"
14-230(b),132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to DRIVE RIGHT - SLOW Speed (except wide load vehicle)
14-230(b)Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-230(b) in construction, utility, traffic or fire station work zone (specify zone)"
14-230(c),132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to DRIVE RIGHT - WIDE Load Vehicle
14-230(c)Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-230(c) in construction, utility, traffic or fire station work zone (specify zone)"
14-230a,149.0,88.0,11.0,0.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,"Using RESTRICTED LEFT LANE by motor vehicles with a commercial registration, school buses, buses, or vehicles with trailers"
14-230aZ,237.0,88.0,11.0,88.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-230a in construction, utility, traffic or fire station work zone (specify zone)"
14-231,132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to GRANT ONE-HALF OF HIGHWAY
14-231Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-231 in construction, utility, traffic or fire station work zone (specify zone)"
14-232(a)(1),132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Improper passing; safe distance; cutting in
14-232(a)(1)Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-232(a)(1) in a construction, utility, traffic or fire station work zone (specify zone)"
14-232(a)(2),132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Increasing speed while being passed
14-232(a)(2)Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-232(a)(2) in a construction, utility, traffic or fire station work zone (specify zone)"
14-232(b),132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Unsafe passing
14-233,132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Passing on right
14-233Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-233 committed while work ongoing in construction, utility, traffic or fire station work zone (specify zone)"
14-234,132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"No passing zone, disregarding S.T.C. signs or markings"
14-235,132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to KEEP RIGHT on curve or hill or at intersection or R.R. grade crossing
14-235Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-235 committed while work ongoing in construction, utility, traffic or fire station work zone (specify zone)"
14-236,132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Failure to drive in PROPER LANE, multiple-lane highway"
14-236Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-236 committed while work ongoing in construction, utility, traffic or fire station work zone (specify zone)"
14-237,173.0,75.0,10.0,0.0,0.0,35.0,38.0,0.0,15.0,0.0,MOTOR VEHICLES,Driving wrong-way on divided highway
14-237Z,248.0,75.0,10.0,75.0,0.0,35.0,38.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-237 in construction, utility, traffic or fire station work zone (specify zone)"
14-238,132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Improper entry or leaving controlled access highway
14-238Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-238 in construction, utility, traffic or fire station work zone (specify zone)"
14-238a,107.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,Entry upon limited access highway at other than designated point
14-238aZ,157.0,50.0,7.0,50.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-238a in construction, utility, traffic or fire station work zone (specify zone)"
14-239(a),132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Driving wrong way on one-way highway
14-239(a)Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-239(a) in construction, utility, traffic or fire station work zone (specify zone)"
14-239(b),132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Rotaries-improper direction
14-239(b)Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Rotaries-Violation of 14-239(b) in construction, utility, traffic or fire station work zone (specify zone)"
14-239(b)*,132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to grant right of way to vehicle in rotary.
14-239(b)*Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Failure to grant right of way to vehicle in rotary in a construction, utility, traffic or fire station work zone (specify zone)"
14-240,132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to drive a REASONABLE DISTANCE APART by motor vehicle other than commercial vehicle combination
14-240Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-240 in construction, utility, traffic or fire station work zone (specify zone)"
14-240*,165.0,100.0,0.0,0.0,0.0,0.0,50.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to drive a REASONABLE DISTANCE APART by commercial vehicle combination
14-240*Z,265.0,100.0,0.0,100.0,0.0,0.0,50.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-240* in construction, utility, traffic or fire station work zone (specify zone)"
14-241,132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Making an improper RIGHT TURN
14-241Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-241 in construction, utility, traffic or fire station work zone (specify zone)"
14-242,132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Restricted turns; failure to give proper signal for LEFT TURN or U-TURN
14-242Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-242 in construction, utility, traffic or fire station work zone (specify zone)"
14-242(e),132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure of driver making a left turn to grant right of way to oncoming traffic.
14-242(e)BRW,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure of driver making a left turn to grant right of way to person riding bicycle
14-242(f),182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Improper right turn after passing person riding bicycle.
14-243(a),132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Unsafe movement of stopped, standing or parked vehicle"
14-243(a)Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-243(a) in construction, utility, traffic or fire station work zone (specify zone)"
14-243(b),132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Unsafe backing
14-243(b)Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-243(b) in construction, utility, traffic or fire station work zone (specify zone)"
14-244,132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Improper signaling for turns or stopping
14-244Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-244 in construction, utility, traffic or fire station work zone (specify zone)"
14-245,132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to grant right of way at INTERSECTION
14-245Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-245 in construction, utility, traffic or fire station work zone (specify zone)"
14-245BRW,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to grant right of way at INTERSECTION to person riding bicycle
14-246a,132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to grant right of way at JUNCTION of highway
